,Date,BRAND_A_Total_Digital_Spending,BRAND_A_Insert,BRAND_A_NDP,BRAND_A_New product,BRAND_A_OTHER_CATEGORY_1_GRP,BRAND_A_OTHER_CATEGORY_2_GRP,BRAND_A_PRICE,BRAND_A_Redemption,BRAND_A_TOTAL_GRP,BRAND_A_VOLUME,Teshir_Orani_BRAND_A,PCE,COMPETITOR_A_Insert,COMPETITOR_A_PRICE,COMPETITOR_B_Insert,COMPETITOR_B_PRICE,COMPETITOR_B_Redemption,COMPETITOR_B_TOTAL_GRP,COMPETITOR_C_Insert,COMPETITOR_C_PRICE,COMPETITOR_C_Redemption,COMPETITOR_C_TOTAL_GRP,COMPETITOR_D_Insert,COMPETITOR_D_PRICE,COMPETITOR_D_Redemption,COMPETITOR_D_TOTAL_GRP,COMPETITOR_E_PRICE,COMPETITOR_E_TOTAL_GRP,COMPETITOR_F_TOTAL_GRP,COMPETITOR_New product,Anneler_Gunu,Babalar_Gunu,Kadinlar_Gunu,Kurban_Bayrami,Ramazan_Bayrami,Sevgililer_Gunu,Special_Day1,Special_Day2,Yilbasi,Year,Month,Week
0,2016-05-02,15065.24,0.0,0.0,0.0,0.0,72.0,12.5933789,0.0,0.0,35232.8,0.0,964.074,0.0,11.89,0.0,15.37,0.0,0.0,0.0,13.35,0.0,0.0,0.0,11.74,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2016,5,18
1,2016-05-09,9386.9,0.0,0.0,0.0,0.0,0.0,9.306887701,0.0,31.59,155680.4,0.0,964.074,0.0,9.51,0.0,9.65,0.0,0.0,0.0,9.94,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,5,19
2,2016-05-16,10038.43,0.0,0.0,0.0,0.0,0.0,12.53907546,0.0,137.83,34356.6,0.0,964.074,0.0,12.14,0.0,15.17,0.0,0.0,0.0,13.04,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,5,20
3,2016-05-23,9449.79,0.0,0.0,0.0,0.0,0.0,12.91524262,0.0,165.48,34145.7,0.0,964.074,0.0,12.69,0.0,15.61,0.0,0.0,0.0,13.49,0.0,0.0,0.0,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,5,21
4,2016-05-30,10151.44,0.0,0.0,0.0,0.0,0.0,12.67814937,0.0,68.16,35328.5,0.0,964.074,0.0,12.31,0.0,15.47,0.0,0.0,0.0,13.67,0.0,0.0,0.0,12.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,5,22
5,2016-06-06,6227.21,0.0,0.0,0.0,0.0,0.0,12.56387859,0.0,177.46,38236.6,0.0,974.061,0.0,12.82,0.0,15.05,0.0,0.0,0.0,13.98,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,6,23
6,2016-06-13,22223.85,0.0,0.0,0.0,0.0,0.0,12.52911436,0.0,121.48,35206.0,0.0,974.061,0.0,12.9,0.0,14.38,0.0,0.0,0.0,13.42,0.0,0.0,0.0,11.56,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2016,6,24
7,2016-06-20,20252.93,0.0,0.0,0.0,0.0,0.0,12.43241024,0.0,161.0,41407.9,0.0,974.061,0.0,12.75,0.0,14.5,0.0,0.0,0.0,13.95,0.0,0.0,0.0,11.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,6,25
8,2016-06-27,8475.29,0.0,0.0,0.0,0.0,0.0,11.14534449,0.0,27.05,59558.5,0.0,974.061,0.0,11.98,0.0,12.34,0.0,0.0,0.0,13.49,0.0,0.0,0.0,9.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,6,26
9,2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,9.994924985,0.0,0.0,80590.9,0.0,960.752,0.0,9.48,0.0,11.61,0.0,0.0,0.0,10.45,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2016,7,27
10,2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,11.75836372,0.0,46.38,47302.5,0.0,960.752,0.0,9.74,0.0,13.78,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.86,0.0,37.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,7,28
11,2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,13.05564731,0.0,0.0,34513.8,0.0,960.752,0.0,10.11,0.0,16.23,0.0,0.0,0.0,13.62,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,7,29
12,2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,12.97577855,0.0,0.0,35373.6,0.0,960.752,0.0,10.12,0.0,16.11,0.0,0.0,0.0,12.91,0.0,0.0,0.0,11.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,7,30
13,2016-08-01,7016.63,0.0,0.0,0.0,0.0,0.0,10.78983493,0.0,0.0,54708.9,0.0,947.444,0.0,9.35,0.0,12.62,0.0,0.0,0.0,10.97,0.0,0.0,0.0,10.97,0.0,38.51,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,8,31
14,2016-08-08,26604.7,0.0,0.0,0.0,0.0,0.0,12.53135875,0.0,0.0,41176.7,0.0,947.444,0.0,11.71,0.0,15.48,0.0,0.0,0.0,13.16,0.0,0.0,0.0,11.13,0.0,112.65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,8,32
15,2016-08-15,10849.81,0.0,0.0,0.0,0.0,0.0,12.70926849,0.0,0.0,42929.3,0.0,947.444,0.0,13.25,0.0,15.22,0.0,0.0,0.0,13.34,0.0,0.0,0.0,10.59,0.0,112.14,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,8,33
16,2016-08-22,14167.6,0.0,0.0,0.0,0.0,0.0,12.71631286,0.0,14.16,40577.8,0.0,947.444,0.0,12.42,0.0,14.66,0.0,0.0,0.0,13.11,0.0,0.0,0.0,10.73,0.0,71.64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,8,34
17,2016-08-29,19477.92,0.0,0.0,0.0,0.0,0.0,12.65400546,0.0,54.05,41670.6,0.0,947.444,0.0,12.76,0.0,15.78,0.0,0.0,0.0,12.89,0.0,0.0,0.0,10.73,0.0,18.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,8,35
18,2016-09-05,22984.56,0.0,0.0,0.0,0.0,0.0,10.58151677,0.0,109.2,73930.8,0.0,934.136,0.0,11.69,0.0,10.4,0.0,0.0,0.0,12.87,0.0,0.0,0.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,9,36
19,2016-09-12,29147.12,0.0,0.0,0.0,0.0,0.0,9.377554718,0.0,38.62,123912.9,0.0,934.136,0.0,9.98,0.0,9.87,0.0,0.0,0.0,10.93,0.0,0.0,0.0,8.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2016,9,37
20,2016-09-19,31983.37,0.0,0.0,0.0,0.0,0.0,12.72843776,0.0,149.11,49471.9,0.0,934.136,0.0,13.58,0.0,15.69,0.0,0.0,0.0,16.4,0.0,0.0,0.0,10.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,9,38
21,2016-09-26,25866.29,0.0,0.0,0.0,0.0,148.0,12.35778473,0.0,132.04,52112.9,0.0,934.136,0.0,12.71,0.0,16.24,0.0,0.0,0.0,14.43,0.0,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,9,39
22,2016-10-03,2126.55,0.0,0.0,0.0,0.0,125.0,11.9741247,0.0,103.88,50751.1,0.0,957.349,0.0,12.56,0.0,14.91,0.0,0.0,0.0,16.72,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,10,40
23,2016-10-10,0.0,0.0,0.0,0.0,0.0,100.0,12.23113832,0.0,118.6,48352.0,0.0,957.349,0.0,12.6,0.0,15.49,0.0,0.0,0.0,15.48,0.0,0.0,0.0,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,10,41
24,2016-10-17,0.0,0.0,0.0,0.0,0.0,127.0,12.27849287,0.0,132.0,48051.5,0.0,957.349,0.0,11.27,0.0,13.21,0.0,0.0,0.0,12.91,0.0,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,10,42
25,2016-10-24,0.0,0.0,0.0,0.0,0.0,113.0,10.51010127,0.0,121.31,65308.6,0.0,957.349,0.0,9.37,0.0,11.32,0.0,0.0,0.0,14.08,0.0,0.0,0.0,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,10,43
26,2016-10-31,0.0,0.0,0.0,0.0,0.0,8.0,9.034874811,0.0,47.95,102713.1,0.0,957.349,0.0,8.5,0.0,9.6,0.0,0.0,0.0,13.02,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,10,44
27,2016-11-07,0.0,0.0,0.0,0.0,0.0,142.0,11.83925405,0.0,120.7,45687.0,0.0,980.563,0.0,12.28,0.0,15.14,0.0,0.0,0.0,15.31,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,11,45
28,2016-11-14,0.0,0.0,0.0,0.0,0.0,134.0,10.02425282,0.0,8.12,81392.6,0.0,980.563,0.0,11.01,0.0,12.34,0.0,0.0,0.0,12.14,0.0,0.0,0.0,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,11,46
29,2016-11-21,0.0,0.0,0.0,0.0,0.0,60.0,10.56157519,0.0,0.0,57349.4,0.0,980.563,0.0,11.55,0.0,15.4,0.0,0.0,0.0,13.12,0.0,0.0,0.0,12.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,11,47
30,2016-11-28,0.0,0.0,0.0,0.0,0.0,137.0,11.13352952,0.0,83.47,50801.5,0.0,980.563,0.0,11.44,0.0,15.04,0.0,0.0,0.0,14.5,0.0,0.0,0.0,12.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,11,48
31,2016-12-05,0.0,0.0,0.0,0.0,0.0,254.0,11.54832625,0.0,201.86,45383.2,0.0,1003.777,0.0,11.83,0.0,13.95,0.0,0.0,0.0,14.69,0.0,0.0,0.0,11.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,12,49
32,2016-12-12,0.0,0.0,0.0,0.0,0.0,267.0,12.10357977,0.0,150.87,49117.7,0.0,1003.777,0.0,12.56,0.0,15.41,0.0,0.0,0.0,14.6,0.0,0.0,0.0,13.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,12,50
33,2016-12-19,0.0,0.0,0.0,0.0,0.0,202.0,11.53956953,0.0,85.63,48598.0,0.0,1003.777,0.0,12.43,0.0,15.99,0.0,0.0,0.0,14.14,0.0,0.0,0.0,13.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2016,12,51
34,2016-12-26,0.0,0.0,0.0,0.0,0.0,88.0,8.300024538,0.0,12.09,123891.2,0.0,1003.777,0.0,8.07,0.0,9.28,0.0,0.0,0.0,11.43,0.0,0.0,0.0,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,2016,12,52
35,2017-01-02,0.0,0.588280303,0.0,0.0,90.0,130.0,8.037141092,0.0,117.49,125467.5,0.158411687,998.167,0.0,7.52,0.841771783,9.12,0.0,0.0,0.03381398,10.71,0.0,0.0,0.03381398,9.02,0.0,132.8,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,1,1
36,2017-01-09,0.0,0.588280303,0.0,0.0,144.0,130.0,12.42423329,0.0,140.19,29844.9,0.158411687,998.167,0.0,12.38,0.841771783,16.48,0.0,0.0,0.03381398,11.51,0.0,0.0,0.03381398,12.79,0.0,147.5,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,1,2
37,2017-01-16,0.0,0.588280303,0.0,0.0,50.0,0.0,12.25057289,0.0,50.97,41500.1,0.158411687,998.167,0.0,12.59,0.841771783,16.87,0.0,0.0,0.03381398,11.08,0.0,0.0,0.03381398,12.74,0.0,146.14,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,1,3
38,2017-01-23,0.0,0.588280303,0.0,0.0,15.0,29.0,11.81392786,0.0,15.51,45006.2,0.158411687,998.167,0.0,12.56,0.841771783,17.26,0.0,0.0,0.03381398,11.17,0.0,0.0,0.03381398,12.58,0.0,97.33,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,1,4
39,2017-01-30,0.0,0.588280303,0.0,0.0,0.0,0.0,12.3195758,0.0,73.69,42282.3,0.158411687,998.167,0.0,12.67,0.841771783,17.27,0.0,0.0,0.03381398,12.54,0.0,0.0,0.03381398,12.8,0.0,39.9,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,1,5
40,2017-02-06,95.44,0.133173438,0.0,0.0,0.0,0.0,12.6314859,0.0,107.15,45252.0,0.024426855,992.556,0.693660466,12.61,0.0,17.01,0.0,0.0,0.133173438,16.06,0.0,0.0,0.346830233,13.25,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,2,6
41,2017-02-13,9330.83,0.133173438,0.0,0.0,0.0,0.0,9.147033386,0.0,120.23,130424.8,0.024426855,992.556,0.693660466,9.67,0.0,10.71,0.0,0.0,0.133173438,12.33,0.0,0.0,0.346830233,8.87,0.0,0.0,0.0,0.0,162.19,1.0,0,0,0,0,0,1,0,0,0,2017,2,7
42,2017-02-20,208.92,0.133173438,0.0,0.0,61.0,75.0,10.45437894,0.0,63.84,76704.7,0.024426855,992.556,0.693660466,10.48,0.0,12.81,0.0,0.0,0.133173438,13.85,0.0,0.0,0.346830233,10.7,0.0,0.0,0.0,0.0,135.64,1.0,0,0,0,0,0,0,0,0,0,2017,2,8
43,2017-02-27,11017.58,0.133173438,0.0,0.0,145.0,77.0,12.85642428,0.0,74.54,41947.9,0.024426855,992.556,0.693660466,12.13,0.0,17.61,0.0,0.0,0.133173438,17.0,0.0,0.0,0.346830233,13.61,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,2,9
44,2017-03-06,29257.32,0.133173438,0.0,0.0,6.0,206.0,9.352273889,0.0,303.93,122312.5,0.150601433,986.946,0.0,10.88,0.213656795,12.11,0.0,21.2,1.226564274,13.48,0.0,0.0,0.266346876,9.78,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,2017,3,10
45,2017-03-13,20120.72,0.133173438,0.0,0.0,0.0,33.0,9.528776548,0.0,233.25,111976.6,0.150601433,986.946,0.0,10.97,0.213656795,12.01,0.0,70.71,1.226564274,13.62,0.0,0.0,0.266346876,10.1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,3,11
46,2017-03-20,17136.54,0.133173438,0.0,0.0,0.0,23.0,13.50813023,0.0,171.0,38658.2,0.150601433,986.946,0.0,13.72,0.213656795,17.71,0.0,106.09,1.226564274,18.77,0.0,0.0,0.266346876,14.01,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,3,12
47,2017-03-27,12092.32,0.133173438,0.0,0.0,0.0,0.0,11.69078264,0.0,176.77,58550.4,0.150601433,986.946,0.0,11.95,0.213656795,17.3,0.0,53.14,1.226564274,14.9,0.0,0.0,0.266346876,14.11,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2017,3,13
48,2017-04-03,307.5,0.241450071,0.0,0.0,0.0,0.0,13.50268967,0.0,188.56,39577.3,0.144335467,992.984,0.133173438,14.05,0.052900138,17.31,0.067627961,0.0,2.132629727,18.66,0.0,0.0,0.613597222,14.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,4,14
49,2017-04-10,2157.51,0.241450071,0.0,0.0,0.0,0.0,13.19619523,0.0,0.0,50294.8,0.144335467,992.984,0.133173438,14.0,0.052900138,17.19,0.067627961,0.0,2.132629727,18.57,0.0,0.0,0.613597222,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,4,15
50,2017-04-17,5553.82,0.241450071,0.0,0.0,0.0,0.0,13.13370217,0.0,166.32,48242.3,0.144335467,992.984,0.133173438,13.85,0.052900138,17.13,0.067627961,0.0,2.132629727,17.45,0.0,0.0,0.613597222,14.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,4,16
51,2017-04-24,1783.58,0.241450071,0.0,0.0,0.0,48.0,11.12372961,0.0,167.44,75990.7,0.144335467,992.984,0.133173438,12.19,0.052900138,14.39,0.067627961,0.0,2.132629727,13.73,0.0,0.0,0.613597222,13.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,4,17
52,2017-05-01,14762.68,0.241450071,0.0,0.0,0.0,73.0,12.95862801,0.0,220.97,48315.3,0.144335467,999.022,0.133173438,15.16,0.052900138,17.16,0.067627961,0.0,2.132629727,18.8,0.0,0.0,0.613597222,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,5,18
53,2017-05-08,19151.85,0.399940427,0.0,0.0,0.0,80.0,13.37696121,0.0,169.16,50243.1,0.022452357,999.022,0.0,15.12,0.080483357,17.31,0.42731359,0.0,1.603480323,20.3,0.0,0.0,0.433334294,13.01,0.160966714,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2017,5,19
54,2017-05-15,354.86,0.399940427,0.0,0.0,0.0,0.0,9.115670206,0.0,0.0,224986.2,0.022452357,999.022,0.0,10.68,0.080483357,10.28,0.42731359,0.0,1.603480323,12.94,0.0,0.0,0.433334294,8.58,0.160966714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,5,20
55,2017-05-22,4168.53,0.399940427,0.0,0.0,0.0,59.0,13.56600296,0.0,51.75,39982.3,0.022452357,999.022,0.0,15.06,0.080483357,16.03,0.42731359,0.0,1.603480323,19.73,0.0,0.0,0.433334294,11.56,0.160966714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2017,5,21
56,2017-05-29,8472.09,0.399940427,0.0,0.0,0.0,161.0,13.51930334,0.0,108.48,38744.6,0.022452357,999.022,0.0,13.33,0.080483357,15.59,0.42731359,0.0,1.603480323,20.79,0.0,0.0,0.433334294,11.79,0.160966714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,5,22
